phylum,class,order,family,genus,species,asv_id,ndf,ddf,f.value,p.value,fdr.bh
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV3350,4,13.202580258990821,2.731168121550276,0.07452895452887828,0.4240216068687378
Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA,ASV3355,4,27.30651197797918,1.2700000032375678,0.30582350627967264,0.7043181458935829
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV3367,4,93.99999999757273,0.9698298496127286,0.42788144402739015,0.7700873739336882
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV3371,4,25.87759286296551,0.2027630829768907,0.9345446228520583,0.9732438274987956
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia lutea,ASV3374,4,22.68132837170709,0.9894898547406477,0.43325558685778565,0.7700873739336882
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,NA,ASV3380,4,15.014723948215542,0.9626052025424736,0.45625671037784055,0.7810833965286793
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV3387,4,27.732868251606046,0.4697766042351144,0.7574061539498328,0.8991930495634638
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,NA,ASV3402,4,82.52715136500842,0.5186840583242542,0.7222027811873863,0.8874342722998899
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV3417,4,27.840866071876025,1.4137280186093162,0.2553562504507696,0.6795092910356206
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV3419,4,18.263498358623973,1.0505492533799567,0.40868707682273925,0.7631407974794278
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,NA,NA,NA,ASV3438,4,90.90888905367304,1.1847642582010567,0.32286402059177016,0.7080246240064421
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV3447,4,21.746249017836444,1.2226024263592576,0.33014839655457806,0.7186655704005732
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3455,4,26.246454458454195,1.3215961882345053,0.2879635223833768,0.6953455855497098
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas ascidiicola,ASV3462,4,93.99999999802498,0.1632840639002183,0.9564338088936335,0.9808327858705782
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV3467,4,25.809525310317074,0.47282378085758914,0.7552120152533024,0.8991930495634638
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Marinibacterium,Marinibacterium profundimaris,ASV3468,4,93.99999999865814,0.7745469755451874,0.5444627776212938,0.8240140885382449
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV3469,4,91.13541423592616,1.2610517874468257,0.2911258789069252,0.6953455855497098
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV3474,4,12.86084690261295,0.6754108560492704,0.6209847174492602,0.8417476330562219
Bacteroidota,Saprospiria,Saprospirales,Haliscomenobacteraceae,Portibacter,NA,ASV3480,4,93.99999999858248,0.42254762854118266,0.792011380847914,0.9125636023917658
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia lutea,ASV3481,4,13.027142514196798,0.9393175599035992,0.4717744517788982,0.786221558205855
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV3495,4,93.9999999970407,0.4449759749423448,0.7757935441733329,0.9070108498643714
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,NA,ASV3503,4,26.77220689191659,0.5707932000044273,0.6860852043182429,0.8713293103132088
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,NA,NA,ASV3515,4,25.275186846354053,1.7859955908035097,0.16286611734163653,0.5645388583513619
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,NA,ASV3525,4,91.25245606484113,2.598073862242446,0.04130861425533667,0.33673642792971
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3527,4,12.76143426456971,1.992641736412276,0.1561447265046073,0.5570444308793701
Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA,ASV3559,4,13.613503867529662,0.649009481087968,0.6371136785728249,0.8460284933692535
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3562,4,11.943867212996922,0.1384805920837782,0.964729976188738,0.9838747470708268
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3576,4,21.028424199809354,0.7342375993025047,0.5788725630540954,0.8363427699008896
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV3580,4,68.03304344628133,0.5905439043316255,0.6706147401089064,0.8654751571686222
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Ponticaulis,Ponticaulis koreensis,ASV3590,4,94.0000000006518,0.1355790817712131,0.9688214826171655,0.9863453854035226
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,NA,ASV3600,4,73.6641744921531,1.1003608415212323,0.3628944988185903,0.7435489902051091
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3613,4,18.872878063262647,0.6475372055695254,0.635499671872473,0.8460284933692535
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA,ASV3635,4,93.99999999797085,0.9524826699151833,0.4374353064111256,0.7730082010043859
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3640,4,66.32649356282909,0.9275068186532057,0.45341935241123876,0.7801188858079828
Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA,ASV3654,4,90.83446055793242,0.2838699585516583,0.887748570847301,0.9498922593961261
Myxococcota,NA,Nannocystales,Nannocystaceae,Nannocystis,NA,ASV3671,4,93.99999988762079,0.9703638238122125,0.4275898925394963,0.7700873739336882
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3686,4,25.950170856241414,0.9501143907442906,0.4511520010427075,0.778726317748266
Bacteroidota,Saprospiria,Saprospirales,NA,NA,NA,ASV3702,4,83.41730949388878,0.6534385740404286,0.6260736969928122,0.8447851506901833
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,NA,ASV3734,4,14.49211071777867,1.1304647792964941,0.38060792859186543,0.7522412760298702
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,NA,NA,ASV3739,4,22.821175346656123,0.8810584317854318,0.4907477729979781,0.8010920431690075
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA,ASV3759,4,74.45793341579908,0.701451235656136,0.5934110883122664,0.8372908765498263
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3776,4,93.99999999733163,1.2161626198815512,0.30921104764813345,0.706938990947957
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,NA,ASV3779,4,11.381574903856972,1.7753040045454411,0.20184778465635117,0.6147695410220962
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudooceanicola,Pseudooceanicola nanhaiensis,ASV3795,4,77.21439415041273,1.5898930674994038,0.18544727862926236,0.5973211788158703
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3819,4,91.1779266156413,0.6059735684356384,0.6593276177983377,0.8573435030116998
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3821,4,24.009966112996523,1.2997057822671445,0.2982573704515253,0.6953455855497098
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3840,4,93.99999999945649,0.32139999560263854,0.8630047259483554,0.9462685360542318
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,Allomuricauda nanhaiensis,ASV3849,4,25.85284275843756,0.26537457936211784,0.897489070480319,0.9533627844456293
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ascidiaceibacter,Ascidiaceibacter salegens,ASV3865,4,10.311699990125417,4.538575441304828,0.022832897456426332,0.26961198053687163
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix caldifontis,ASV3868,4,23.38787432364271,0.22937625139552745,0.9191154462074587,0.9663719056396489
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV3878,4,11.790088190060663,0.45784324196447634,0.7652772792093832,0.9005653585591871
Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,NA,NA,NA,ASV3880,4,93.99999999683618,1.375354928770007,0.24841023778620597,0.6686290968366846
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Thaumasiovibrio,NA,ASV3881,4,11.149052085225833,0.46859313127297053,0.7579114135945042,0.8991930495634638
Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA,ASV3882,4,23.816060860653295,0.4959350442601989,0.7388300880519828,0.8927121674819254
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV3883,4,25.971795271528233,3.002835244721408,0.036668832538336915,0.3210560004467721
Pseudomonadota,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,NA,ASV3916,4,93.99999999631117,1.8874127402470553,0.11906220775543148,0.5044140844692473
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV3926,4,24.70624731093374,0.3506399848739372,0.8410462250763192,0.9351990950519372
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3943,4,14.013440554923928,0.6878139614804892,0.612256359331338,0.8397818013334163
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV3944,4,91.02696978583627,0.7630298321277894,0.552022563199468,0.828033844799202
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA,ASV3964,4,91.42750694551292,1.0455328106276838,0.3882243579451228,0.7522412760298702
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum holothuriorum,ASV3968,4,94.00000000062965,0.5719614453165457,0.6836252316976088,0.8698825877778489
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA,ASV3969,4,14.11573946500812,0.36359052111313217,0.8304900438674467,0.9300548035177209
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3979,4,91.01526443520629,0.4907271426771908,0.74252290358627,0.8937704733896752
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV3980,4,91.03042449334727,1.0756463645065457,0.3732594827287618,0.7472161139564862
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV3988,4,91.22773115833762,0.5566211324062955,0.6946958937585197,0.8772762248104383
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV3998,4,18.292049556214018,0.7443265417561108,0.5741100059219147,0.8363427699008896
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV4008,4,22.208398511264996,0.622101080166604,0.6515285219386241,0.8544684002854087
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureitalea,Aureitalea marina,ASV4009,4,68.09224708902886,1.462166286739885,0.22334095779811758,0.639931950321052
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,NA,ASV4011,4,26.492841707205834,0.8712705702841979,0.4941422217678675,0.8034059231494077
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Ponticaulis,NA,ASV4075,4,26.60045099442254,1.669625087655107,0.18651240659199247,0.5973211788158703
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanobacter,NA,ASV4078,4,12.504636005014133,1.5203988182940698,0.2555955978907454,0.6795092910356206
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV4079,4,93.9999999979746,0.4712950085587664,0.756671414555453,0.8991930495634638
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,Salinimonas chungwhensis,ASV4090,4,70.7834461558649,3.0417816701960327,0.022579955005257665,0.26961198053687163
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,NA,ASV4104,4,26.517065144235733,0.8980175237163092,0.4790777474088199,0.7897767049333684
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV4108,4,23.669737282626198,1.0051681245030724,0.42455970253917225,0.7700873739336882
Pseudomonadota,Gammaproteobacteria,Alteromonadales,NA,NA,NA,ASV4128,4,93.9999999990777,0.4493617771321834,0.7726123303173876,0.9050820361101607
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA,ASV4130,4,72.15020083376567,0.46257733140935636,0.7629420707905729,0.9002352446031328
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4151,4,13.064872493074526,1.1309246548001617,0.38428164395731357,0.7522412760298702
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4152,4,22.76176684932144,0.5347444080527985,0.7115671659167171,0.882499862640713
Pseudomonadota,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,NA,ASV4169,4,13.031762440088222,0.9030955919840977,0.49023395824684757,0.8010920431690075
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,ASV4178,4,93.99887667601746,0.36683170118349373,0.8316987540763375,0.9300548035177209
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gilvibacter,Gilvibacter sediminis,ASV4184,4,72.77390095782653,0.7460484717577215,0.5637984887110433,0.8330122670705665
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4190,4,74.72722298714348,0.3127424876410134,0.868613673112387,0.9462685360542318
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4194,4,90.9805987335214,0.36200884859680593,0.8350530413687309,0.9329231520773534
Bacteroidota,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,NA,ASV4225,4,27.863765100494515,1.1120288603595903,0.3706263273680616,0.7472161139564862
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA,ASV4236,4,90.85042550520328,1.3453993320773852,0.25926637842476224,0.6836731479318652
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV4240,4,93.99999999765453,1.3774208503671461,0.24769606268516883,0.6684400595750447
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4274,4,91.24672361297122,1.8315424082256044,0.12951777823724347,0.5207143329129993
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA,ASV4276,4,93.99999999861103,0.9842211114839596,0.4200766760234248,0.7700873739336882
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV4306,4,23.53232021316273,1.9680337625091644,0.13241007523693965,0.5217092925452669
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA,ASV4311,4,78.85091912909176,0.30545930754331674,0.8735126074153761,0.9463720457974102
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4325,4,90.88898284041385,0.9889116751056564,0.4177413926380137,0.7700873739336882
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella ulvae,ASV4340,4,12.115816163954857,0.19996688358629744,0.9335959010374093,0.9731131878538076
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4353,4,78.96802085590254,1.0692181892163297,0.3774010321759918,0.7472161139564862
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV4356,4,16.46003319034653,0.1737479551250621,0.9487458211898547,0.9784139861472158
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV4361,4,12.49136740787787,0.595231644809002,0.6726376564894452,0.8670204034574964
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4365,4,81.69844584542845,0.888705938198759,0.4745651058191779,0.786221558205855
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Marinicella,NA,ASV4451,4,91.36620290368292,1.0192955737849902,0.40168005142686497,0.7553369317180624
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA,ASV4470,4,11.224324774416067,0.6766735994373967,0.6218444151375533,0.8419474211828042
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4488,4,23.934149358022633,0.2873882299231502,0.883242912849494,0.9495792881036291
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gilvibacter,Gilvibacter sediminis,ASV4497,4,94.00000000053026,1.2407018436129782,0.2990692119297604,0.6958657647657023
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,ASV4523,4,24.069370734604533,0.7298681397853716,0.5803829098959252,0.8363427699008896
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Allomuricauda,NA,ASV4526,4,63.27796188213354,0.9053971738964552,0.46631103856846945,0.786221558205855
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV4534,4,13.311699989937171,0.8721094613497788,0.5060353398498743,0.8056596505700202
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV4535,4,73.12996193825641,0.426896206045663,0.7887484583775832,0.9113398609993191
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4587,4,94.0000000005185,1.1989366473243912,0.31650507066006306,0.7074345743959134
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV4598,4,14.576416855898293,0.6480536835804621,0.6371230373200143,0.8460284933692535
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV4607,4,26.580352694479082,0.5029733070180031,0.7338118405275864,0.8917513429129974
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4630,4,93.99999999678256,0.7070218025626769,0.5891098472268733,0.8372908765498263
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV4637,4,25.342324377862617,1.0168201819656721,0.41745689583097456,0.7700873739336882
Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera japonica,ASV4655,4,93.99999999894267,0.9851210778773664,0.41959225090390617,0.7700873739336882
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,ASV4656,4,68.39708764689797,1.8842160621117112,0.12312325873753197,0.508177217235473
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4677,4,26.466316739703593,0.7809257773062763,0.5476378353382009,0.8267023261427248
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Henriciella,NA,ASV4696,4,23.289146578907218,1.1141754167385396,0.37362891648135194,0.7472161139564862
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax jadensis,ASV4700,4,76.4511278338259,0.5175915801469484,0.7230111710869662,0.8874342722998899
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV4720,4,14.389961489916494,1.2181852430595177,0.34590711158493453,0.7379362586535703
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV4725,4,94.0000000001323,0.8266285210735335,0.5114748023631814,0.8066276736090259
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV4743,4,26.71800612247313,0.4289987019595747,0.7863640253221789,0.9109429017166734
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV4754,4,24.589314471625574,0.29616855688022703,0.877609263905295,0.9473371232292774
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Pleioneaceae,Aliikangiella,Aliikangiella marina,ASV4767,4,68.45821645075246,0.6487350910921399,0.6296974620286406,0.845798181952106
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,ASV4794,4,27.680275628061857,0.23118580589659987,0.9184842658633523,0.9663719056396489
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,NA,NA,ASV4798,4,91.3771058784815,1.1894892764395737,0.3207782377542882,0.7074345743959134
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV4828,4,17.043016482043186,5.905022121866769,0.003600213196993852,0.13292783423403703
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV4840,4,91.28725515666063,2.283094766343748,0.06635171479840443,0.406361279231679
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV4879,4,25.69768036273369,0.6162007188580821,0.6549021807633897,0.8558640077588616
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Thaumasiovibrio,Thaumasiovibrio occultus,ASV4880,4,24.77354039995445,0.6785720149262673,0.6133008095655785,0.8397818013334163
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV4884,4,14.63606478227724,0.4660441491459049,0.7597422309087754,0.8991930495634638
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA,ASV4895,4,25.828246730167237,0.17458590865661536,0.9494423368112151,0.9784139861472158
Myxococcota,NA,NA,NA,NA,NA,ASV4913,4,28.103013682484345,0.6561078169063821,0.627513842898461,0.8447851506901833
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4914,4,72.3103299613625,0.7087871733124333,0.5885483040140036,0.8372908765498263
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA,ASV4915,4,93.99999999808618,1.1395396493256162,0.34278384053624983,0.7366736354797223
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,ASV4938,4,91.29183128719852,1.79610535456039,0.136385931807519,0.5217092925452669
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4981,4,93.9999999987557,0.6862535751252207,0.6032328240058258,0.8397818013334163
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV4984,4,74.88492584053488,1.0367814888020912,0.39400676843013044,0.7522412760298702
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ruegeria,Ruegeria intermedia,ASV4997,4,26.32457805918213,1.1668502846977544,0.3479335607036034,0.7390762053751361
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA,ASV5008,4,72.78386536685842,0.8454349451987409,0.5009764301448781,0.8043786219536532
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV5011,4,91.25302133088611,0.5638970793341105,0.68944861481055,0.8743865479678863
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureicoccus,Aureicoccus marinus,ASV5012,4,93.99999999975816,0.8911501036108788,0.4724884763056755,0.786221558205855
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,Marisediminitalea aggregata,ASV5013,4,26.915164485948115,1.1000329244739449,0.3767683195742226,0.7472161139564862
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA,ASV5021,4,25.52882390163894,3.206007363169693,0.02919598985079455,0.28520380168296827
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,NA,NA,ASV5027,4,15.68877809387254,0.4402214241951309,0.7777594240939248,0.9070596666913676
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV5068,4,16.164920434000873,1.011235551560064,0.430526988708448,0.7700873739336882
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV5083,4,68.26193212310432,0.39194403530611505,0.8137181572906235,0.9203969970502555
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,NA,ASV5117,4,14.596970089288764,1.1841300618724946,0.3585417762111314,0.7409027613313939
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas atrinae,ASV5119,4,14.243792058115323,1.304016080034669,0.3152263209398147,0.7074345743959134
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA,ASV5158,4,93.99999999721766,1.4367168865687956,0.22796572511425314,0.6461762280216959
